Country,State,Year,As On Date,Category,"Registered (UOM:Number), Scaling Factor:1","Sanctioned (UOM:Number), Scaling Factor:1","Eligible For Lpg Connection (UOM:Number), Scaling Factor:1","House With Lpg Connection (UOM:Number), Scaling Factor:1","Swachh Bharat Mission Number (UOM:Number), Scaling Factor:1","Job Card Number Mapped (UOM:Number), Scaling Factor:1"
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,57070,53989,55420,0,2164,57059
India,Jharkhand,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,326387,321534,321991,0,13813,326285
India,Karnataka,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,33434,33286,17384,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,0,0,0,0,0,0
India,Ladakh,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,1428,1428,1428,89,8,1389
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,0,0,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,470853,599527,462227,1,68747,470533
India,Maharashtra,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,52618,302835,49754,1,162,52577
India,Manipur,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,8946,8848,8666,0,86,8946
India,Meghalaya,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,17156,17148,16985,0,0,17156
India,Mizoram,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,1537,1500,1480,0,0,1537
India,Nagaland,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,5897,5900,5798,0,0,5896
India,Odisha,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,655050,653804,625976,0,13915,654988
India,Punjab,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,4402,9988,4051,0,296,4401
India,Rajasthan,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,395794,443702,390410,0,21457,395704
India,Sikkim,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,0,0,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,144761,160409,122704,0,5324,144751
India,Telangana,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,22187,23680,22069,0,473,22112
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,163967,171505,163604,2,389,163915
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,0,0,0,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2019",03-Dec-2025,All Category,980837,1025817,968909,0,1265,980813
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,311,0,0,0,0
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,70,0,70,0,0,70
India,Assam,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,285,0,258,0,0,285
India,Bihar,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,2470,0,1852,0,0,2468
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,329788,348959,323286,109267,3826,329680
India,Goa,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Gujarat,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,4777,0,4621,0,29,4776
India,Haryana,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,9,0,8,0,1,9
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,27,0,27,0,0,27
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,5003,0,4834,0,32,5000
India,Jharkhand,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,136789,138794,135794,36635,5900,136769
India,Karnataka,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Ladakh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,706537,565337,699796,196489,95759,706390
India,Maharashtra,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,44201,66383,42001,1601,163,44170
India,Manipur,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,131,0,131,0,0,131
India,Meghalaya,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,11,0,10,0,0,11
India,Mizoram,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Nagaland,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Odisha,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,251038,255838,243857,67498,2688,251023
India,Punjab,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,178,0,152,0,15,178
India,Rajasthan,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,187999,212532,186777,60118,10370,187986
India,Sikkim,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,18997,20145,16780,428,669,18997
India,Telangana,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,4616.00000000000000000000,4394.00000000000000000000,3824.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4348.00000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,17,0,17,0,0,17
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,309926,309496,309536,130729,1573,309808
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,0,0,0,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2018",03-Dec-2025,All Category,646821,585444,640688,195431,834,646217
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,0,182,0,0,0,0
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,4486.39939027753315628324,5146.40536276936779620680,3603.06990489103688420082,36.30088550467715963400,57.44279334298383189388,4486.39939027753315628324
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,1951,2155,1953,0,15,1950
India,Assam,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,33585,36049,32408,7244,167,33583
India,Bihar,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,519577,534849,514336,70467,331,518981
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,194133,206372,191474,86609,1456,194010
India,Goa,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,0,0,0,0,0,0
India,Gujarat,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,78973,90282,77234,17746,411,78940
India,Haryana,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,7705,9293,7599,1037,728,7705
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,2420,2433,2408,204,15,2420
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,20407,19057,20105,1608,944,20405
India,Jharkhand,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,162927,158898,161679,52777,4530,162824
India,Karnataka,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,48121,44922,40517,6301,0,8255
India,Kerala,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,3557,5600,3491,85,1343,3557
India,Ladakh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,0,0,0,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,0,0,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,137077,413952,110974,38168,18967,136989
India,Maharashtra,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,568591,143718,542845,27546,4997,568108
India,Manipur,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,325,0,318,0,0,325
India,Meghalaya,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,3807,3713,3794,1,0,3806
India,Mizoram,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,1202,1794,1192,0,0,1202
India,Nagaland,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,0,0,0,0,0,0
India,Odisha,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,349178,340406,340274,101618,4285,349052
India,Punjab,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,813,3996,756,97,39,813
India,Rajasthan,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,170216,222371,169070,69663,10050,170152
India,Sikkim,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,0,0,0,0,0,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,139906,126615,121920,8361,3463,139902
India,Telangana,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,3167.60060972246684371676,3633.59463723063220379320,2543.93009510896311579918,23.69911449532284036600,40.55720665701616810612,3167.60060972246684371676
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,846.00000000000000000000,744.00000000000000000000,705.00000000000000000000,18.00000000000000000000,0.00000000000000000000,774.00000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,993,1256,986,129,23,993
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,390690,394214,389707,189611,4791,390386
India,Uttarakhand,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,2357,4032,2353,375,90,2357
India,West Bengal,"Financial Year (Apr - Mar), 2017",03-Dec-2025,All Category,451491,374943,448352,183722,1114,451303
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,1396,194,1235,0,26,1396
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,35281.59813164166131996352,34429.92079768905409810834,25140.60050279509728326946,356.35369270424745040710,318.86611814880820969664,35281.59813164166131996352
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,12867,8991,12864,20,130,12861
India,Assam,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,221088,208430,213637,57851,1125,221023
India,Bihar,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,662615,633905,653603,152029,1449,661030
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,274267,232902,269912,118026,4643,273926
India,Goa,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,278,254,243,0,0,278
India,Gujarat,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,140109,112863,137007,35346,1697,140087
India,Haryana,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,13397,11658,13323,4647,1153,13396
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,4981,4707,4961,506,96,4980
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,15863,14417,15612,2771,457,15853
India,Jharkhand,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,239833,230646,237689,86251,7903,239768
India,Karnataka,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,79297,78946,73394,13619,0,66081
India,Kerala,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,18702,16435,18327,753,6147,18701
India,Ladakh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,0,0,0,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,56,53,48,0,0,56
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,757980,446869,744187,251753,115606,757628
India,Maharashtra,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,307345,222919,297850,55674,2011,307259
India,Manipur,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,11227,9747,11183,1444,13,11224
India,Meghalaya,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,17058,17028,17019,2181,0,17039
India,Mizoram,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,5403,4806,5401,48,1,5389
India,Nagaland,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,4262,4239,4258,0,0,4260
India,Odisha,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,399054,395953,388146,125911,3427,398962
India,Punjab,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,22343,9988,18797,5397,79,22342
India,Rajasthan,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,423589,249119,420189,182235,15824,423537
India,Sikkim,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,1077,1077,1074,49,0,1076
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,189774,172265,173718,25089,5961,189759
India,Telangana,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,24910.40186835833868003648,24309.07920231094590189166,17750.39949720490271673054,232.64630729575254959290,225.13388185119179030336,24910.40186835833868003648
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,300.00000000000000000000,286.00000000000000000000,269.00000000000000000000,5.00000000000000000000,0.00000000000000000000,285.00000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,25516,23710,25379,3222,80,25501
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,581329,570668,578716,301044,7978,580706
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,10205,8528,10157,3545,265,10198
India,West Bengal,"Financial Year (Apr - Mar), 2016",03-Dec-2025,All Category,462545,431531,459132,187873,1578,462412
